,vorname,anzahl,geschlecht,bezirke,name length
10902,Alyson-Amira,1,w,mitte,12
10903,Aleksandrovič,1,m,mitte,13
10904,Alyssa,1,w,mitte,6
10905,Aleksiev,1,m,mitte,8
10906,Amaira,1,w,mitte,6
10907,Alem,1,m,mitte,4
10908,Amal,1,w,mitte,4
10909,Alexandre,1,m,mitte,9
10910,Amalie,1,w,mitte,6
10911,Alexandros,1,m,mitte,10
10912,Amalya,1,w,mitte,6
10913,Alexie,1,m,mitte,6
10914,Amaru,1,w,mitte,5
10915,Alexsandru,1,m,mitte,10
10916,Amaryllis,1,w,mitte,9
10917,Alf,1,m,mitte,3
10918,Amaya,1,w,mitte,5
10919,Alfheri,1,m,mitte,7
10920,Amber,1,w,mitte,5
10921,Alfons,1,m,mitte,6
10922,Amelie-Marie,1,w,mitte,12
10923,Alfonso,1,m,mitte,7
10924,Ameliya,1,w,mitte,7
10925,Ali-Metin,1,m,mitte,9
10926,Amelle,1,w,mitte,6
10927,Alican,1,m,mitte,6
10928,Amely,1,w,mitte,5
10929,Alihan,1,m,mitte,6
10930,Amelya,1,w,mitte,6
10931,Alijandro,1,m,mitte,9
10932,Aminata,1,w,mitte,7
10933,Alister,1,m,mitte,7
10934,Amine,1,w,mitte,5
10935,Aljoscha,1,m,mitte,8
10936,Amne,1,w,mitte,4
10937,Almamy,1,m,mitte,6
10938,Amorim,1,w,mitte,6
10939,Almedin,1,m,mitte,7
10940,Amruddievna,1,w,mitte,11
10941,Alonso,1,m,mitte,6
10942,Amélia,1,w,mitte,6
10943,Alpay-Han,1,m,mitte,9
10944,Amélia-Jolién,1,w,mitte,13
10945,Alperen,1,m,mitte,7
10946,Anabela,1,w,mitte,7
10947,Alphonse,1,m,mitte,8
10948,Anais,1,w,mitte,5
10949,Altansan,1,m,mitte,8
10950,Anaisa,1,w,mitte,6
10951,Alvaro,1,m,mitte,6
10952,Anamaria,1,w,mitte,8
10953,Amadeo,1,m,mitte,6
10954,Anastasija,1,w,mitte,10
10955,Amadeus,1,m,mitte,7
10956,Anastassia,1,w,mitte,10
10957,Amado,1,m,mitte,5
10958,Andin,1,w,mitte,5
10959,Amando,1,m,mitte,6
10960,Andrijana-Milica,1,w,mitte,16
10961,Amatus,1,m,mitte,6
10962,Anela,1,w,mitte,5
10963,Amaç,1,m,mitte,4
10964,Anelieva,1,w,mitte,8
10965,Ambroise,1,m,mitte,8
10966,Aneliyeva,1,w,mitte,9
10967,Amedeo,1,m,mitte,6
10968,Aneva,1,w,mitte,5
10969,Amel,1,m,mitte,4
10970,Angeline,1,w,mitte,8
10971,Amet,1,m,mitte,4
10972,Angelique,1,w,mitte,9
10973,Amilio,1,m,mitte,6
10974,Angyalka,1,w,mitte,8
10975,Amine,1,m,mitte,5
10976,Ani,1,w,mitte,3
10977,Amiran,1,m,mitte,6
10978,Anice,1,w,mitte,5
10979,Amirchan,1,m,mitte,8
10980,Anife,1,w,mitte,5
10981,Amiri,1,m,mitte,5
10982,Anika,1,w,mitte,5
10983,Amjad,1,m,mitte,5
10984,Aniya,1,w,mitte,5
10985,Ammar,1,m,mitte,5
10986,Anjela,1,w,mitte,6
10987,Amon,1,m,mitte,4
10988,Anjelina,1,w,mitte,8
10989,Amor,1,m,mitte,4
10990,Ann,1,w,mitte,3
10991,Amos,1,m,mitte,4
10992,Anna-Lena,1,w,mitte,9
10993,Amour,1,m,mitte,5
10994,Anna-Lucia,1,w,mitte,10
10995,An,1,m,mitte,2
10996,Annabel,1,w,mitte,7
10997,Anando,1,m,mitte,6
10998,Annabella,1,w,mitte,9
10999,Ananias,1,m,mitte,7
11000,Annegret,1,w,mitte,8
11001,Anas,1,m,mitte,4
11002,Anneliese,1,w,mitte,9
11003,Anderson,1,m,mitte,8
11004,Annelore,1,w,mitte,8
11005,Andreevič,1,m,mitte,9
11006,Annemarie,1,w,mitte,9
11007,Andrei-Matthias,1,m,mitte,15
11008,Annemie,1,w,mitte,7
11009,Andres,1,m,mitte,6
11010,Annette,1,w,mitte,7
11011,Andrew,1,m,mitte,6
11012,Anni-Marie,1,w,mitte,10
11013,Andreś,1,m,mitte,6
11014,Annie,1,w,mitte,5
11015,André,1,m,mitte,5
11016,Annik,1,w,mitte,5
11017,Andrés,1,m,mitte,6
11018,Annisa,1,w,mitte,6
11019,Anelijo,1,m,mitte,7
11020,Anthea,1,w,mitte,6
11021,Anelio,1,m,mitte,6
11022,Antoinette,1,w,mitte,10
11023,Aner,1,m,mitte,4
11024,Antonella,1,w,mitte,9
11025,Anes,1,m,mitte,4
11026,Antonie,1,w,mitte,7
11027,Ange-Gabriel,1,m,mitte,12
11028,Antonio,1,w,mitte,7
11029,Angel,1,m,mitte,5
11030,Anu,1,w,mitte,3
11031,Angelov,1,m,mitte,7
11032,Anuk,1,w,mitte,4
11033,Anhqvoc,1,m,mitte,7
11034,Aparecida,1,w,mitte,9
11035,Anil,1,m,mitte,4
11036,Aphrodite,1,w,mitte,9
11037,Anıl,1,m,mitte,4
11038,Aram,1,w,mitte,4
11039,Anis,1,m,mitte,4
11040,Arbievna,1,w,mitte,8
11041,Ankov,1,m,mitte,5
11042,Arda,1,w,mitte,4
11043,Ansor,1,m,mitte,5
11044,Arielle,1,w,mitte,7
11045,Anteo,1,m,mitte,5
11046,Arkwaa,1,w,mitte,6
11047,Antoan,1,m,mitte,6
11048,Armansa,1,w,mitte,7
11049,Antonio-Ilias,1,m,mitte,13
11050,Aroa,1,w,mitte,4
11051,Antony,1,m,mitte,6
11052,Arsinoé,1,w,mitte,7
11053,Anuar,1,m,mitte,5
11054,Artiola,1,w,mitte,7
11055,Arame,1,m,mitte,5
11056,Aryen,1,w,mitte,5
11057,Aras-Ceyhun,1,m,mitte,11
11058,Arzu,1,w,mitte,4
11059,Ardawan,1,m,mitte,7
11060,Aseel,1,w,mitte,5
11061,Ardil,1,m,mitte,5
11062,Aselya-Sultan,1,w,mitte,13
11063,Argjend,1,m,mitte,7
11064,Asena,1,w,mitte,5
11065,Arif,1,m,mitte,4
11066,Aseva,1,w,mitte,5
11067,Ariger,1,m,mitte,6
11068,Aslin,1,w,mitte,5
11069,Arlind,1,m,mitte,6
11070,Asmeroz,1,w,mitte,7
11071,Arman,1,m,mitte,5
11072,Asmira,1,w,mitte,6
11073,Armand,1,m,mitte,6
11074,Asta,1,w,mitte,4
11075,Arnd,1,m,mitte,4
11076,Asu,1,w,mitte,3
11077,Arno,1,m,mitte,4
11078,Athin,1,w,mitte,5
11079,Aron,1,m,mitte,4
11080,Atiye,1,w,mitte,5
11081,Arras,1,m,mitte,5
11082,Audrey,1,w,mitte,6
11083,Arsalam,1,m,mitte,7
11084,Audrina,1,w,mitte,7
11085,Artemij,1,m,mitte,7
11086,Aulona,1,w,mitte,6
11087,Artin,1,m,mitte,5
11088,Aurora-Janina,1,w,mitte,13
11089,Artur,1,m,mitte,5
11090,Aurélie,1,w,mitte,7
11091,Arturo,1,m,mitte,6
11092,Ayaan,1,w,mitte,5
11093,Arun-Noé,1,m,mitte,8
11094,Ayche,1,w,mitte,5
11095,Arvin,1,m,mitte,5
11096,Aygül,1,w,mitte,5
11097,Arvo,1,m,mitte,4
11098,Ayleen,1,w,mitte,6
11099,Aryan,1,m,mitte,5
11100,Aylena,1,w,mitte,6
11101,Asad,1,m,mitte,4
11102,Ayselova,1,w,mitte,8
11103,Asghar,1,m,mitte,6
11104,Aysha,1,w,mitte,5
11105,Ashraf,1,m,mitte,6
11106,Ayshe,1,w,mitte,5
11107,Asim,1,m,mitte,4
11108,Ayssa,1,w,mitte,5
11109,Askan,1,m,mitte,5
11110,Aysu,1,w,mitte,4
11111,Aslanbekovič,1,m,mitte,12
11112,Ayça,1,w,mitte,4
11113,Asmir,1,m,mitte,5
11114,Ayşe,1,w,mitte,4
11115,Assem,1,m,mitte,5
11116,Ayşem,1,w,mitte,5
11117,Atilla,1,m,mitte,6
11118,Azmina,1,w,mitte,6
11119,Atreju,1,m,mitte,6
11120,Azragül,1,w,mitte,7
11121,Attia,1,m,mitte,5
11122,Azranur,1,w,mitte,7
11123,Aurelio-Mailo,1,m,mitte,13
11124,Babareh,1,w,mitte,7
11125,Auron,1,m,mitte,5
11126,Babette,1,w,mitte,7
11127,Avdar,1,m,mitte,5
11128,Bahriye,1,w,mitte,7
11129,Avi,1,m,mitte,3
11130,Bakiye,1,w,mitte,6
11131,Avraham,1,m,mitte,7
11132,Basrieva,1,w,mitte,8
11133,Awunji,1,m,mitte,6
11134,Başak,1,w,mitte,5
11135,Ayaan,1,m,mitte,5
11136,Beatrisa,1,w,mitte,8
11137,Ayan,1,m,mitte,4
11138,Beatrix,1,w,mitte,7
11139,Aybars,1,m,mitte,6
11140,Bejna,1,w,mitte,5
11141,Aydin,1,m,mitte,5
11142,Belinda,1,w,mitte,7
11143,Aydzhan,1,m,mitte,7
11144,Bell,1,w,mitte,4
11145,Ayeed,1,m,mitte,5
11146,Bella-Marie,1,w,mitte,11
11147,Ayham,1,m,mitte,5
11148,Belle,1,w,mitte,5
11149,Ayhan,1,m,mitte,5
11150,Benta,1,w,mitte,5
11151,Ayke,1,m,mitte,4
11152,Benvenuta,1,w,mitte,9
11153,Ayman,1,m,mitte,5
11154,Beritan,1,w,mitte,7
11155,Aysheov,1,m,mitte,7
11156,Bertha,1,w,mitte,6
11157,Aysun,1,m,mitte,5
11158,Beyzanur,1,w,mitte,8
11159,Ayub,1,m,mitte,4
11160,Bianca,1,w,mitte,6
11161,Azab,1,m,mitte,4
11162,Bintabailo,1,w,mitte,10
11163,Azad-Yassin,1,m,mitte,11
11164,Biruktawit,1,w,mitte,10
11165,Azzam,1,m,mitte,5
11166,Blanka,1,w,mitte,6
11167,Aşkın,1,m,mitte,5
11168,Blu,1,w,mitte,3
11169,Babila,1,m,mitte,6
11170,Bo,1,w,mitte,2
11171,Baffo,1,m,mitte,5
11172,Boadi,1,w,mitte,5
11173,Bahij,1,m,mitte,5
11174,Bosanka,1,w,mitte,7
11175,Bahjat,1,m,mitte,6
11176,Bozena,1,w,mitte,6
11177,Bahoz,1,m,mitte,5
11178,Brankica,1,w,mitte,8
11179,Bai-Chuan,1,m,mitte,9
11180,Brigitte,1,w,mitte,8
11181,Bajraa,1,m,mitte,6
11182,Busenaz,1,w,mitte,7
11183,Bakir,1,m,mitte,5
11184,Buğlem,1,w,mitte,6
11185,Bakr,1,m,mitte,4
11186,Büşra,1,w,mitte,5
11187,Balduin,1,m,mitte,7
11188,Băng,1,w,mitte,4
11189,Baldur,1,m,mitte,6
11190,Caillou-Marisol,1,w,mitte,15
11191,Balthasar,1,m,mitte,9
11192,Caitlyn,1,w,mitte,7
11193,Balthazar,1,m,mitte,9
11194,Calina,1,w,mitte,6
11195,Barne,1,m,mitte,5
11196,Calotta,1,w,mitte,7
11197,Bascha,1,m,mitte,6
11198,Carina,1,w,mitte,6
11199,Basem,1,m,mitte,5
11200,Carlene,1,w,mitte,7
11201,Basi,1,m,mitte,4
11202,Carmel,1,w,mitte,6
11203,Bastian,1,m,mitte,7
11204,Carolina,1,w,mitte,8
11205,Bayram,1,m,mitte,6
11206,Carrilynne,1,w,mitte,10
11207,Beda,1,m,mitte,4
11208,Cassandra,1,w,mitte,9
11209,Bedirhan,1,m,mitte,8
11210,Cataleya,1,w,mitte,8
11211,Begzad,1,m,mitte,6
11212,Cathy,1,w,mitte,5
11213,Behri,1,m,mitte,5
11214,Cattleya,1,w,mitte,8
11215,Bekir,1,m,mitte,5
11216,Cecilie,1,w,mitte,7
11217,Belaid,1,m,mitte,6
11218,Cecillia,1,w,mitte,8
11219,Benaja,1,m,mitte,6
11220,Celestine,1,w,mitte,9
11221,Bene,1,m,mitte,4
11222,Celia,1,w,mitte,5
11223,Benedict,1,m,mitte,8
11224,Cennet,1,w,mitte,6
11225,Benedykt,1,m,mitte,8
11226,Ceren,1,w,mitte,5
11227,Bengt,1,m,mitte,5
11228,Ceyda,1,w,mitte,5
11229,Beniamin,1,m,mitte,8
11230,Ceylan,1,w,mitte,6
11231,Benji,1,m,mitte,5
11232,Ceylin-Helin,1,w,mitte,12
11233,Bennett,1,m,mitte,7
11234,Chahd,1,w,mitte,5
11235,Benyamin,1,m,mitte,8
11236,Charleen,1,w,mitte,8
11237,Beppo,1,m,mitte,5
11238,Charleen-Cecilia,1,w,mitte,16
11239,Berat-Yiǧit,1,m,mitte,11
11240,Charlie,1,w,mitte,7
11241,Beratcan,1,m,mitte,8
11242,Chaya,1,w,mitte,5
11243,Berkan,1,m,mitte,6
11244,Chayenne,1,w,mitte,8
11245,Berkay,1,m,mitte,6
11246,Chelsea,1,w,mitte,7
11247,Bernard,1,m,mitte,7
11248,Chiara,1,w,mitte,6
11249,Bernhardovič,1,m,mitte,12
11250,Chiara-Jolien,1,w,mitte,13
11251,Bert,1,m,mitte,4
11252,Chimamanda,1,w,mitte,10
11253,Bervan,1,m,mitte,6
11254,Chinenye,1,w,mitte,8
11255,Besim,1,m,mitte,5
11256,Chinyere,1,w,mitte,8
11257,Bhoye,1,m,mitte,5
11258,Chistosovna,1,w,mitte,11
11259,Biserov,1,m,mitte,7
11260,Cholpan,1,w,mitte,7
11261,Bjarne,1,m,mitte,6
11262,Christabel,1,w,mitte,10
11263,Björn,1,m,mitte,5
11264,Christel,1,w,mitte,8
11265,Blendon,1,m,mitte,7
11266,Christiana,1,w,mitte,10
11267,Bo-Fann,1,m,mitte,7
11268,Christiane,1,w,mitte,10
11269,Boaz,1,m,mitte,4
11270,Ciela,1,w,mitte,5
11271,Bob,1,m,mitte,3
11272,Cilya,1,w,mitte,5
11273,Bobby,1,m,mitte,5
11274,Clarissa,1,w,mitte,8
11275,Bode,1,m,mitte,4
11276,Clarita,1,w,mitte,7
11277,Bogdan,1,m,mitte,6
11278,Claudia,1,w,mitte,7
11279,Bonifatius,1,m,mitte,10
11280,Clelia,1,w,mitte,6
11281,Bopda,1,m,mitte,5
11282,Cloe,1,w,mitte,4
11283,Borisovič,1,m,mitte,9
11284,Collette,1,w,mitte,8
11285,Bosse,1,m,mitte,5
11286,Constantin,1,w,mitte,10
11287,Botan,1,m,mitte,5
11288,Corina,1,w,mitte,6
11289,Brandon,1,m,mitte,7
11290,Cornelia,1,w,mitte,8
11291,Brandon-Maddox,1,m,mitte,14
11292,Cristiana,1,w,mitte,9
11293,Branislav,1,m,mitte,9
11294,Cristina,1,w,mitte,8
11295,Brayden,1,m,mitte,7
11296,Cyrine,1,w,mitte,6
11297,Bryant,1,m,mitte,6
11298,Céline,1,w,mitte,6
11299,Bujamin,1,m,mitte,7
11300,Dalanda,1,w,mitte,7
11301,Bulut,1,m,mitte,5
11302,Dalia,1,w,mitte,5
11303,Burhan,1,m,mitte,6
11304,Daliyah,1,w,mitte,7
11305,Burkhard,1,m,mitte,8
11306,Damanpreet,1,w,mitte,10
11307,Bülent,1,m,mitte,6
11308,Dana,1,w,mitte,4
11309,Cabir,1,m,mitte,5
11310,Danche,1,w,mitte,6
11311,Cafer,1,m,mitte,5
11312,Daniela,1,w,mitte,7
11313,Callum,1,m,mitte,6
11314,Danieleva,1,w,mitte,9
11315,Camara,1,m,mitte,6
11316,Danoj,1,w,mitte,5
11317,Can-Ali,1,m,mitte,7
11318,Danyelle,1,w,mitte,8
11319,Caner,1,m,mitte,5
11320,Daphne,1,w,mitte,6
11321,Cao,1,m,mitte,3
11322,Darina,1,w,mitte,6
11323,Carlos,1,m,mitte,6
11324,Dariya,1,w,mitte,6
11325,Casimir,1,m,mitte,7
11326,de,1,w,mitte,2
11327,Caspian,1,m,mitte,7
11328,Debora,1,w,mitte,6
11329,Cassis,1,m,mitte,6
11330,Deborah,1,w,mitte,7
11331,Cemal,1,m,mitte,5
11332,Debra,1,w,mitte,5
11333,Cengiz,1,m,mitte,6
11334,Delale,1,w,mitte,6
11335,Chanfi,1,m,mitte,6
11336,Delia,1,w,mitte,5
11337,Changhan,1,m,mitte,8
11338,Dena,1,w,mitte,4
11339,Chanon,1,m,mitte,6
11340,Desirée,1,w,mitte,7
11341,Charles,1,m,mitte,7
11342,Deyanova,1,w,mitte,8
11343,Charlie,1,m,mitte,7
11344,Dicle,1,w,mitte,5
11345,Charly,1,m,mitte,6
11346,Diep,1,w,mitte,4
11347,Chasan,1,m,mitte,6
11348,Dildar,1,w,mitte,6
11349,Chiemela,1,m,mitte,8
11350,Dima,1,w,mitte,4
11351,Chilton,1,m,mitte,7
11352,Dina,1,w,mitte,4
11353,Chınar,1,m,mitte,6
11354,Dinara,1,w,mitte,6
11355,Christiano,1,m,mitte,10
11356,Divine,1,w,mitte,6
11357,Christopher,1,m,mitte,11
11358,Djara,1,w,mitte,5
11359,Chukwuemeka,1,m,mitte,11
11360,Dmytrivna,1,w,mitte,9
11361,Cige,1,m,mitte,4
11362,Doan,1,w,mitte,4
11363,Cihan,1,m,mitte,5
11364,Doniella,1,w,mitte,8
11365,Cihangir,1,m,mitte,8
11366,Doorode,1,w,mitte,7
11367,Cinar,1,m,mitte,5
11368,Dora,1,w,mitte,4
11369,Cinnamon,1,m,mitte,8
11370,Dora-Ingrid,1,w,mitte,11
11371,Ciwan,1,m,mitte,5
11372,Dorine,1,w,mitte,6
11373,Claudius,1,m,mitte,8
11374,Dorothee,1,w,mitte,8
11375,Clinton,1,m,mitte,7
11376,Duygu,1,w,mitte,5
11377,Confort,1,m,mitte,7
11378,Dy,1,w,mitte,2
11379,Conor,1,m,mitte,5
11380,Dzeljan,1,w,mitte,7
11381,Corbinian,1,m,mitte,9
11382,Dzhahan,1,w,mitte,7
11383,Cosmo,1,m,mitte,5
11384,Dzhansever,1,w,mitte,10
11385,Costello,1,m,mitte,8
11386,Dženefa,1,w,mitte,7
11387,Coşkun,1,m,mitte,6
11388,Ebba,1,w,mitte,4
11389,Cristian,1,m,mitte,8
11390,Eboulle,1,w,mitte,7
11391,Cyrus,1,m,mitte,5
11392,Ecem,1,w,mitte,4
11393,Césaire,1,m,mitte,7
11394,Edita,1,w,mitte,5
11395,Damien,1,m,mitte,6
11396,Edith,1,w,mitte,5
11397,Damijan,1,m,mitte,7
11398,Editha,1,w,mitte,6
11399,Dang,1,m,mitte,4
11400,Efsun,1,w,mitte,5
11401,Danilo,1,m,mitte,6
11402,Efthalia,1,w,mitte,8
11403,Danjel,1,m,mitte,6
11404,Egheosa,1,w,mitte,7
11405,Danku,1,m,mitte,5
11406,Eglantine,1,w,mitte,9
11407,Darius,1,m,mitte,6
11408,Eileen,1,w,mitte,6
11409,Dariusz,1,m,mitte,7
11410,Eilin,1,w,mitte,5
11411,Darío,1,m,mitte,5
11412,Ejma,1,w,mitte,4
11413,Dat,1,m,mitte,3
11414,Ekati,1,w,mitte,5
11415,David-George,1,m,mitte,12
11416,Ekhosuehi,1,w,mitte,9
11417,David-Mihai,1,m,mitte,11
11418,El-Malake,1,w,mitte,9
11419,Davorin,1,m,mitte,7
11420,Elanur,1,w,mitte,6
11421,Dawid,1,m,mitte,5
11422,Elay,1,w,mitte,4
11423,Daymien,1,m,mitte,7
11424,Elayne,1,w,mitte,6
11425,Deen,1,m,mitte,4
11426,Elektra,1,w,mitte,7
11427,Dehvi,1,m,mitte,5
11428,Elen,1,w,mitte,4
11429,Denial,1,m,mitte,6
11430,Elena-Maria,1,w,mitte,11
11431,Denkè,1,m,mitte,5
11432,Elenia,1,w,mitte,6
11433,Denniz-Solomon,1,m,mitte,14
11434,Elenita,1,w,mitte,7
11435,Derman,1,m,mitte,6
11436,Elenor,1,w,mitte,6
11437,Dewran,1,m,mitte,6
11438,Eleonor,1,w,mitte,7
11439,Dex,1,m,mitte,3
11440,Elettra,1,w,mitte,7
11441,Dexter,1,m,mitte,6
11442,Elextira,1,w,mitte,8
11443,Diego,1,m,mitte,5
11444,Eleyna-Anita,1,w,mitte,12
11445,Diekola,1,m,mitte,7
11446,Elham,1,w,mitte,5
11447,Dietrich,1,m,mitte,8
11448,Eliam,1,w,mitte,5
11449,Dieumerci,1,m,mitte,9
11450,Eliane,1,w,mitte,6
11451,Dieuxdonner,1,m,mitte,11
11452,Elianna,1,w,mitte,7
11453,Dieuxenvoyer,1,m,mitte,12
11454,Elicia,1,w,mitte,6
11455,Dillon,1,m,mitte,6
11456,Elien,1,w,mitte,5
11457,Dimitar,1,m,mitte,7
11458,Elisabeth-Marie,1,w,mitte,15
11459,Dimitrios,1,m,mitte,9
11460,Elisavetha,1,w,mitte,10
11461,Dimitrov,1,m,mitte,8
11462,Elischa,1,w,mitte,7
11463,Dino,1,m,mitte,4
11464,Elisha,1,w,mitte,6
11465,Dionis,1,m,mitte,6
11466,Elisheva,1,w,mitte,8
11467,Diyanov,1,m,mitte,7
11468,Elissa,1,w,mitte,6
11469,Djabrail,1,m,mitte,8
11470,Elisson,1,w,mitte,7
11471,Djamal,1,m,mitte,6
11472,Eliz,1,w,mitte,4
11473,Djibril,1,m,mitte,7
11474,Elizabeta,1,w,mitte,9
11475,Djulijano,1,m,mitte,9
11476,Elizan,1,w,mitte,6
11477,Dmitrijevič,1,m,mitte,11
11478,Eljona,1,w,mitte,6
11479,Dmitrijs,1,m,mitte,8
11480,Elliana,1,w,mitte,7
11481,Dmitryevič,1,m,mitte,10
11482,Elly,1,w,mitte,4
11483,Dochev,1,m,mitte,6
11484,Elma,1,w,mitte,4
11485,Dominik,1,m,mitte,7
11486,Eloise,1,w,mitte,6
11487,Donatello,1,m,mitte,9
11488,Elora,1,w,mitte,5
11489,Dorinzo,1,m,mitte,7
11490,Elvin,1,w,mitte,5
11491,Dragan,1,m,mitte,6
11492,Elvira,1,w,mitte,6
11493,Dries,1,m,mitte,5
11494,Elvis,1,w,mitte,5
11495,Drès,1,m,mitte,4
11496,Ema,1,w,mitte,3
11497,Duan,1,m,mitte,4
11498,Emaan,1,w,mitte,5
11499,Dušan,1,m,mitte,5
11500,Emi,1,w,mitte,3
11501,Dylan,1,m,mitte,5
11502,Emilija,1,w,mitte,7
11503,Dzhengiz,1,m,mitte,8
11504,Emiliya,1,w,mitte,7
11505,Déon,1,m,mitte,4
11506,Emiliyanova,1,w,mitte,11
11507,Désiré,1,m,mitte,6
11508,Emilova,1,w,mitte,7
11509,Dăng,1,m,mitte,4
11510,Emma-Amalia,1,w,mitte,11
11511,Dũng,1,m,mitte,4
11512,Emmanuella,1,w,mitte,10
11513,Ebbo,1,m,mitte,4
11514,Emmanuelle,1,w,mitte,10
11515,Eberhard,1,m,mitte,8
11516,Emmelie,1,w,mitte,7
11517,Ebu,1,m,mitte,3
11518,Emyly,1,w,mitte,5
11519,Eckhard,1,m,mitte,7
11520,Ena,1,w,mitte,3
11521,Eden,1,m,mitte,4
11522,Enesa,1,w,mitte,5
11523,Edi,1,m,mitte,3
11524,Enissa,1,w,mitte,6
11525,Edon,1,m,mitte,4
11526,Enverovna,1,w,mitte,9
11527,Edwin,1,m,mitte,5
11528,Erna,1,w,mitte,4
11529,Edy,1,m,mitte,3
11530,Erva-Su,1,w,mitte,7
11531,Efehan,1,m,mitte,6
11532,Eshaal,1,w,mitte,6
11533,Efosa,1,m,mitte,5
11534,Esila-Hilal,1,w,mitte,11
11535,Eik,1,m,mitte,3
11536,Esilay,1,w,mitte,6
11537,Eike,1,m,mitte,4
11538,Esilya,1,w,mitte,6
11539,Ektoras,1,m,mitte,7
11540,Eslina,1,w,mitte,6
11541,El,1,m,mitte,2
11542,Esmanur,1,w,mitte,7
11543,El-Hussein,1,m,mitte,10
11544,Esmeralda,1,w,mitte,9
11545,Elay,1,m,mitte,4
11546,Ester,1,w,mitte,5
11547,Eliamo,1,m,mitte,6
11548,Estera,1,w,mitte,6
11549,Elian,1,m,mitte,5
11550,Eteri,1,w,mitte,5
11551,Elias-Joël,1,m,mitte,10
11552,Eva-Sophie,1,w,mitte,10
11553,Elie,1,m,mitte,4
11554,Evalotte,1,w,mitte,8
11555,Eliel,1,m,mitte,5
11556,Evelin,1,w,mitte,6
11557,Elija,1,m,mitte,5
11558,Evellyn,1,w,mitte,7
11559,Elijan-Jef,1,m,mitte,10
11560,Evelyn,1,w,mitte,6
11561,Elion,1,m,mitte,5
11562,Everdina,1,w,mitte,8
11563,Eliott,1,m,mitte,6
11564,Evgen'evna,1,w,mitte,10
11565,Elis,1,m,mitte,4
11566,Evi,1,w,mitte,3
11567,Eliyahu,1,m,mitte,7
11568,Ewelina,1,w,mitte,7
11569,Ellijah,1,m,mitte,7
11570,Ewin,1,w,mitte,4
11571,Eltaf,1,m,mitte,5
11572,Eylem,1,w,mitte,5
11573,Elussio,1,m,mitte,7
11574,Fabiola,1,w,mitte,7
11575,Elvison,1,m,mitte,7
11576,Fachrie,1,w,mitte,7
11577,Elwin,1,m,mitte,5
11578,Fadia,1,w,mitte,5
11579,Elían,1,m,mitte,5
11580,Fahima,1,w,mitte,6
11581,Emanulah,1,m,mitte,8
11582,Faith,1,w,mitte,5
11583,Emiesyanov,1,m,mitte,10
11584,Faizah,1,w,mitte,6
11585,Emiliano,1,m,mitte,8
11586,Fangfei,1,w,mitte,7
11587,Emily,1,m,mitte,5
11588,Fanni,1,w,mitte,5
11589,Emin,1,m,mitte,4
11590,Farwa,1,w,mitte,5
11591,Emır,1,m,mitte,4
11592,Fatiha,1,w,mitte,6
11593,Emircan,1,m,mitte,7
11594,Fatma-Nour,1,w,mitte,10
11595,Emirdzhan,1,m,mitte,9
11596,Fatmagül,1,w,mitte,8
11597,Emmett,1,m,mitte,6
11598,Fatme,1,w,mitte,5
11599,Emra,1,m,mitte,4
11600,Fauna,1,w,mitte,5
11601,Emrah,1,m,mitte,5
11602,Favour,1,w,mitte,6
11603,Ender,1,m,mitte,5
11604,Faye,1,w,mitte,4
11605,Ennio,1,m,mitte,5
11606,Fe,1,w,mitte,2
11607,Eno,1,m,mitte,3
11608,Felicia,1,w,mitte,7
11609,Ephraim,1,m,mitte,7
11610,Felicja,1,w,mitte,7
11611,Eran,1,m,mitte,4
11612,Felisa,1,w,mitte,6
11613,Eray,1,m,mitte,4
11614,Felisia,1,w,mitte,7
11615,Erdem,1,m,mitte,5
11616,Felixa,1,w,mitte,6
11617,Erdion,1,m,mitte,6
11618,Fenja,1,w,mitte,5
11619,Eremia,1,m,mitte,6
11620,Feodora,1,w,mitte,7
11621,Erich,1,m,mitte,5
11622,Ferial,1,w,mitte,6
11623,Erika,1,m,mitte,5
11624,Feride,1,w,mitte,6
11625,Ernest,1,m,mitte,6
11626,Fernanda,1,w,mitte,8
11627,Ernesto,1,m,mitte,7
11628,Feya,1,w,mitte,4
11629,Erol,1,m,mitte,4
11630,Feyami,1,w,mitte,6
11631,Ertan,1,m,mitte,5
11632,Filippa,1,w,mitte,7
11633,Ertuğrul,1,m,mitte,8
11634,Fine,1,w,mitte,4
11635,Ertuğrul-Hamza,1,m,mitte,14
11636,Fineza,1,w,mitte,6
11637,Ervin,1,m,mitte,5
11638,Finya,1,w,mitte,5
11639,Esad,1,m,mitte,4
11640,Firdaus,1,w,mitte,7
11641,Esben,1,m,mitte,5
11642,Fleur,1,w,mitte,5
11643,Etemov,1,m,mitte,6
11644,Florentina,1,w,mitte,10
11645,Eugene,1,m,mitte,6
11646,Florine,1,w,mitte,7
11647,Evra,1,m,mitte,4
11648,Francesca,1,w,mitte,9
11649,Eyad,1,m,mitte,4
11650,Freda,1,w,mitte,5
11651,Eyüp,1,m,mitte,4
11652,Frédérique,1,w,mitte,10
11653,Ezra,1,m,mitte,4
11654,Félicité,1,w,mitte,8
11655,Ezrak,1,m,mitte,5
11656,Gabriele,1,w,mitte,8
11657,Fabregass,1,m,mitte,9
11658,Gabrielle,1,w,mitte,9
11659,Fadi,1,m,mitte,4
11660,Gadbo,1,w,mitte,5
11661,Faize,1,m,mitte,5
11662,Galya,1,w,mitte,5
